listing_id;star_rating;reviews_count;day
12779552;4.5;4;2018-09-26 21:17:25.073404
8056810;4.5;84;2018-09-27 08:03:53.265088
8056810;4.5;84;2018-09-26 21:17:25.073404
17190320;4.5;104;2018-09-27 08:03:53.265088
17190320;4.5;104;2018-09-26 21:17:25.073404
21907005;5;44;2018-09-27 08:03:53.265088
21907005;5;44;2018-09-26 21:17:25.073404
5857485;4.5;134;2018-09-27 08:03:53.265088
5857485;4.5;134;2018-09-26 21:17:25.073404
22568676;5;7;2018-09-27 08:03:53.265088
22568676;5;7;2018-09-26 21:17:25.073404
14412992;4.5;65;2018-09-27 08:03:53.265088
14412992;4.5;65;2018-09-26 21:17:25.073404
4735236;5;22;2018-09-27 08:03:53.265088
4735236;5;22;2018-09-26 21:17:25.073404
20032571;5;16;2018-09-27 08:03:53.265088
20032571;5;16;2018-09-26 21:17:25.073404
23363047;5;5;2018-09-27 08:03:53.265088
23363047;5;5;2018-09-26 21:17:25.073404
1373705;4.5;7;2018-09-27 08:03:53.265088
1373705;4.5;7;2018-09-26 21:17:25.073404
21007846;4.5;15;2018-09-27 08:03:53.265088
21007846;4.5;15;2018-09-26 21:17:25.073404
4189232;4.5;163;2018-09-27 08:03:53.265088
4189232;4.5;163;2018-09-26 21:17:25.073404
26267951;5;5;2018-09-27 08:03:53.265088
26267951;5;5;2018-09-26 21:17:25.073404
14730797;4.5;64;2018-09-27 08:03:53.265088
14730797;4.5;64;2018-09-26 21:17:25.073404
1261705;5;14;2018-09-27 08:03:53.265088
1261705;5;14;2018-09-26 21:17:25.073404
24488632;4.5;18;2018-09-27 08:03:53.265088
24488632;4.5;18;2018-09-26 21:17:25.073404
23460961;4.5;33;2018-09-27 08:03:53.265088
23460961;4.5;33;2018-09-26 21:17:25.073404
846592;5;83;2018-09-27 08:03:53.265088
846592;5;83;2018-09-26 21:17:25.073404
12530928;4.5;14;2018-09-27 08:03:53.265088
12530928;4.5;14;2018-09-26 21:17:25.073404
20686647;4.5;10;2018-09-27 08:03:53.265088
20686647;4.5;10;2018-09-26 21:17:25.073404
12398064;5;89;2018-09-27 08:03:53.265088
12398064;5;89;2018-09-26 21:17:25.073404
11726520;5;6;2018-09-27 08:03:53.265088
11726520;5;6;2018-09-26 21:17:25.073404
2158913;4.5;12;2018-09-27 08:03:53.265088
2158913;4.5;12;2018-09-26 21:17:25.073404
3074332;4.5;54;2018-09-27 08:03:53.265088
3074332;4.5;54;2018-09-26 21:17:25.073404
3088369;5;4;2018-09-27 08:03:53.265088
3088369;5;4;2018-09-26 21:17:25.073404
23348731;4.5;13;2018-09-27 08:03:53.265088
23348731;4.5;13;2018-09-26 21:17:25.073404
19282953;4;17;2018-09-27 08:03:53.265088
19282953;4;17;2018-09-26 21:17:25.073404
1290999;5;33;2018-09-27 08:03:53.265088
1290999;5;33;2018-09-26 21:17:25.073404
26612229;4;9;2018-09-27 08:03:53.265088
26612229;4;9;2018-09-26 21:17:25.073404
24168591;5;9;2018-09-27 08:03:53.265088
24168591;5;9;2018-09-26 21:17:25.073404
26006849;5;4;2018-09-27 08:03:53.265088
26006849;5;4;2018-09-26 21:17:25.073404
13111723;5;9;2018-09-27 08:03:53.265088
13111723;5;9;2018-09-26 21:17:25.073404
9605195;5;7;2018-09-27 08:03:53.265088
9605195;5;7;2018-09-26 21:17:25.073404
5282786;5;9;2018-09-27 08:03:53.265088
5282786;5;9;2018-09-26 21:17:25.073404
167998;4.5;101;2018-09-27 08:03:53.265088
167998;4.5;101;2018-09-26 21:17:25.073404
3127963;4.5;51;2018-09-27 08:03:53.265088
3127963;4.5;51;2018-09-26 21:17:25.073404
9558677;5;5;2018-09-27 08:03:53.265088
9558677;5;5;2018-09-26 21:17:25.073404
1957441;4.5;35;2018-09-27 08:03:53.265088
1957441;4.5;35;2018-09-26 21:17:25.073404
18484044;4.5;27;2018-09-27 08:03:53.265088
18484044;4.5;27;2018-09-26 21:17:25.073404
19756683;4.5;11;2018-09-27 08:03:53.265088
19756683;4.5;11;2018-09-26 21:17:25.073404
19796857;5;8;2018-09-27 08:03:53.265088
19796857;5;8;2018-09-26 21:17:25.073404
26271706;5;10;2018-09-27 08:03:53.265088
26271706;5;10;2018-09-26 21:17:25.073404
18870266;5;29;2018-09-27 08:03:53.265088
18870266;5;29;2018-09-26 21:17:25.073404
26760757;5;3;2018-09-27 08:03:53.265088
26760757;5;3;2018-09-26 21:17:25.073404
15983788;4.5;8;2018-09-27 08:03:53.265088
15983788;4.5;8;2018-09-26 21:17:25.073404
422409;5;34;2018-09-27 08:03:53.265088
422409;5;34;2018-09-26 21:17:25.073404
16128371;5;26;2018-09-27 08:03:53.265088
16128371;5;26;2018-09-26 21:17:25.073404
6519685;4.5;92;2018-09-27 08:03:53.265088
6519685;4.5;92;2018-09-26 21:17:25.073404
28296506;4;3;2018-09-27 08:03:53.265088
3698347;4.5;14;2018-09-27 08:03:53.265088
3698347;4.5;14;2018-09-26 21:17:25.073404
2163046;4.5;112;2018-09-27 08:03:53.265088
2163046;4.5;112;2018-09-26 21:17:25.073404
3559352;4;14;2018-09-27 08:03:53.265088
3559352;4;14;2018-09-26 21:17:25.073404
5108396;5;58;2018-09-27 08:03:53.265088
5108396;5;58;2018-09-26 21:17:25.073404
15631578;4.5;11;2018-09-27 08:03:53.265088
15631578;4.5;11;2018-09-26 21:17:25.073404
2501795;5;28;2018-09-27 08:03:53.265088
2501795;5;28;2018-09-26 21:17:25.073404
1430881;5;9;2018-09-27 08:03:53.265088
1430881;5;9;2018-09-26 21:17:25.073404
18937483;5;43;2018-09-27 08:03:53.265088
18937483;5;43;2018-09-26 21:17:25.073404
24425449;5;26;2018-09-27 08:03:53.265088
24425449;5;26;2018-09-26 21:17:25.073404
14922653;5;86;2018-09-27 08:03:53.265088
14922653;5;86;2018-09-26 21:17:25.073404
23385994;4.5;13;2018-09-27 08:03:53.265088
23385994;4.5;13;2018-09-26 21:17:25.073404
985898;4.5;117;2018-09-27 08:03:53.265088
985898;4.5;117;2018-09-26 21:17:25.073404
13267787;4.5;42;2018-09-27 08:03:53.265088
13267787;4.5;42;2018-09-26 21:17:25.073404
26495903;4;8;2018-09-27 08:03:53.265088
26495903;4;8;2018-09-26 21:17:25.073404
22218164;5;5;2018-09-27 08:03:53.265088
22218164;5;5;2018-09-26 21:17:25.073404
17653251;4.5;58;2018-09-27 08:03:53.265088
17653251;4.5;58;2018-09-26 21:17:25.073404
9131204;5;18;2018-09-27 08:03:53.265088
9131204;5;18;2018-09-26 21:17:25.073404
18644634;4.5;55;2018-09-27 08:03:53.265088
18644634;4.5;55;2018-09-26 21:17:25.073404
22837880;5;14;2018-09-27 08:03:53.265088
22837880;5;14;2018-09-26 21:17:25.073404
12219331;5;42;2018-09-27 08:03:53.265088
12219331;5;42;2018-09-26 21:29:54.776083
12219331;5;41;2018-09-26 21:17:25.073404
16923142;4.5;28;2018-09-27 08:03:53.265088
16923142;4.5;28;2018-09-26 21:17:25.073404
26556607;4.5;14;2018-09-27 08:03:53.265088
26556607;4.5;14;2018-09-26 21:17:25.073404
4004660;5;122;2018-09-27 08:03:53.265088
4004660;5;122;2018-09-26 21:17:25.073404
21465389;5;37;2018-09-27 08:03:53.265088
21465389;5;37;2018-09-26 21:17:25.073404
15256134;4.5;11;2018-09-27 08:03:53.265088
15256134;4.5;11;2018-09-26 21:17:25.073404
24442756;5;10;2018-09-27 08:03:53.265088
24442756;5;10;2018-09-26 21:17:25.073404
862705;5;23;2018-09-27 08:03:53.265088
862705;5;23;2018-09-26 21:17:25.073404
3995543;4.5;14;2018-09-27 08:03:53.265088
3995543;4.5;14;2018-09-26 21:17:25.073404
17299589;5;18;2018-09-27 08:03:53.265088
17299589;5;18;2018-09-26 21:17:25.073404
12541479;5;169;2018-09-27 08:03:53.265088
12541479;5;169;2018-09-26 21:17:25.073404
12241478;4.5;17;2018-09-27 08:03:53.265088
12241478;4.5;17;2018-09-26 21:17:25.073404
15162820;4.5;12;2018-09-27 08:03:53.265088
15162820;4.5;12;2018-09-26 21:17:25.073404
1285661;5;21;2018-09-27 08:03:53.265088
1285661;5;21;2018-09-26 21:17:25.073404
1644892;5;31;2018-09-27 08:03:53.265088
1644892;5;31;2018-09-26 21:17:25.073404
23559630;3.5;6;2018-09-27 08:03:53.265088
23559630;3.5;6;2018-09-26 21:17:25.073404
2511095;5;4;2018-09-27 08:03:53.265088
2511095;5;4;2018-09-26 21:17:25.073404
27154343;5;3;2018-09-27 08:03:53.265088
27154343;5;3;2018-09-26 21:17:25.073404
14208656;5;15;2018-09-27 08:03:53.265088
14208656;5;15;2018-09-26 21:17:25.073404
2498301;5;51;2018-09-27 08:03:53.265088
2498301;5;51;2018-09-26 21:17:25.073404
6210284;5;48;2018-09-27 08:03:53.265088
6210284;5;48;2018-09-26 21:17:25.073404
27468965;5;6;2018-09-27 08:03:53.265088
27468965;5;6;2018-09-26 21:17:25.073404
5452049;5;166;2018-09-27 08:03:53.265088
5452049;5;165;2018-09-26 21:17:25.073404
26702811;5;10;2018-09-27 08:03:53.265088
26702811;5;10;2018-09-26 21:17:25.073404
6069917;5;14;2018-09-27 08:03:53.265088
6069917;5;14;2018-09-26 21:17:25.073404
26223533;4.5;4;2018-09-27 08:03:53.265088
26223533;4.5;4;2018-09-26 21:17:25.073404
6278981;5;83;2018-09-27 08:03:53.265088
6278981;5;83;2018-09-26 21:17:25.073404
3356459;5;18;2018-09-27 08:03:53.265088
3356459;5;18;2018-09-26 21:17:25.073404
4798006;5;49;2018-09-27 08:03:53.265088
4798006;5;49;2018-09-26 21:17:25.073404
22716121;4.5;4;2018-09-27 08:03:53.265088
22716121;4.5;4;2018-09-26 21:17:25.073404
4421071;4.5;27;2018-09-27 08:03:53.265088
4421071;4.5;27;2018-09-26 21:17:25.073404
14788864;5;26;2018-09-27 08:03:53.265088
14788864;5;26;2018-09-26 21:17:25.073404
5985960;5;16;2018-09-27 08:03:53.265088
5985960;5;16;2018-09-26 21:17:25.073404
6929719;4.5;184;2018-09-27 08:03:53.265088
6929719;4.5;184;2018-09-26 21:17:25.073404
1126419;4.5;32;2018-09-27 08:03:53.265088
1126419;4.5;32;2018-09-26 21:17:25.073404
17633726;5;4;2018-09-27 08:03:53.265088
17633726;5;4;2018-09-26 21:17:25.073404
12642998;4.5;110;2018-09-27 08:03:53.265088
12642998;4.5;110;2018-09-26 21:17:25.073404
10010861;5;4;2018-09-27 08:03:53.265088
10010861;5;4;2018-09-26 21:17:25.073404
4065107;4.5;27;2018-09-27 08:03:53.265088
4065107;4.5;27;2018-09-26 21:17:25.073404
14941473;4.5;28;2018-09-27 08:03:53.265088
14941473;4.5;28;2018-09-26 21:17:25.073404
1277299;4.5;11;2018-09-27 08:03:53.265088
1277299;4.5;11;2018-09-26 21:17:25.073404
2751876;5;4;2018-09-27 08:03:53.265088
2751876;5;4;2018-09-26 21:17:25.073404
17956827;4.5;81;2018-09-26 21:17:25.073404
28179069;5;4;2018-09-27 08:03:53.265088
28179069;5;4;2018-09-26 21:17:25.073404
14929010;5;8;2018-09-27 08:03:53.265088
14929010;5;8;2018-09-26 21:17:25.073404
15268282;4.5;43;2018-09-27 08:03:53.265088
15268282;4.5;43;2018-09-26 21:17:25.073404
865472;4;11;2018-09-27 08:03:53.265088
865472;4;11;2018-09-26 21:17:25.073404
21868898;5;65;2018-09-27 08:03:53.265088
21868898;5;64;2018-09-26 21:17:25.073404
830268;5;97;2018-09-27 08:03:53.265088
830268;5;97;2018-09-26 21:17:25.073404
7877690;5;11;2018-09-27 08:03:53.265088
7877690;5;11;2018-09-26 21:17:25.073404
344390;5;137;2018-09-27 08:03:53.265088
344390;5;137;2018-09-26 21:17:25.073404
18687715;4.5;12;2018-09-27 08:03:53.265088
18687715;4.5;12;2018-09-26 21:17:25.073404
23856855;5;4;2018-09-27 08:03:53.265088
23856855;5;4;2018-09-26 21:17:25.073404
287932;5;86;2018-09-27 08:03:53.265088
287932;5;86;2018-09-26 21:17:25.073404
27975463;5;3;2018-09-27 08:03:53.265088
27975463;5;3;2018-09-26 21:17:25.073404
20808718;5;32;2018-09-27 08:03:53.265088
20808718;5;32;2018-09-26 21:17:25.073404
334292;4.5;5;2018-09-27 08:03:53.265088
334292;4.5;5;2018-09-26 21:17:25.073404
12651904;5;38;2018-09-27 08:03:53.265088
12651904;5;38;2018-09-26 21:17:25.073404
5705203;5;27;2018-09-27 08:03:53.265088
5705203;5;27;2018-09-26 21:17:25.073404
15603494;4.5;7;2018-09-27 08:03:53.265088
15603494;4.5;7;2018-09-26 21:17:25.073404
21132669;5;11;2018-09-27 08:03:53.265088
21132669;5;11;2018-09-26 21:17:25.073404
782786;4.5;44;2018-09-27 08:03:53.265088
782786;4.5;44;2018-09-26 21:17:25.073404
19456001;4;18;2018-09-27 08:03:53.265088
19456001;4;18;2018-09-26 21:17:25.073404
23517478;5;3;2018-09-27 08:03:53.265088
23517478;5;3;2018-09-26 21:17:25.073404
23212675;5;3;2018-09-27 08:03:53.265088
23212675;5;3;2018-09-26 21:17:25.073404
13168981;4.5;89;2018-09-27 08:03:53.265088
13168981;4.5;89;2018-09-26 21:17:25.073404
19224902;5;28;2018-09-27 08:03:53.265088
19224902;5;28;2018-09-26 21:17:25.073404
25996329;4.5;7;2018-09-27 08:03:53.265088
25996329;4.5;7;2018-09-26 21:17:25.073404
10762837;5;47;2018-09-27 08:03:53.265088
10762837;5;47;2018-09-26 21:17:25.073404
9468773;5;21;2018-09-27 08:03:53.265088
9468773;5;21;2018-09-26 21:17:25.073404
6010678;4.5;32;2018-09-27 08:03:53.265088
6010678;4.5;32;2018-09-26 21:17:25.073404
287037;4.5;59;2018-09-27 08:03:53.265088
287037;4.5;59;2018-09-26 21:17:25.073404
10833783;5;3;2018-09-27 08:03:53.265088
10833783;5;3;2018-09-26 21:17:25.073404
24721585;5;6;2018-09-27 08:03:53.265088
24721585;5;6;2018-09-26 21:17:25.073404
26163973;5;7;2018-09-27 08:03:53.265088
26163973;5;7;2018-09-26 21:17:25.073404
24747993;3.5;18;2018-09-27 08:03:53.265088
24747993;3.5;18;2018-09-26 21:17:25.073404
1803915;5;24;2018-09-27 08:03:53.265088
1803915;5;24;2018-09-26 21:17:25.073404
4369546;5;18;2018-09-27 08:03:53.265088
4369546;5;18;2018-09-26 21:17:25.073404
8639623;5;60;2018-09-27 08:03:53.265088
8639623;5;60;2018-09-26 21:17:25.073404
3191423;5;10;2018-09-27 08:03:53.265088
3191423;5;10;2018-09-26 21:17:25.073404
19997781;5;27;2018-09-27 08:03:53.265088
19997781;5;27;2018-09-26 21:17:25.073404
14298796;4.5;40;2018-09-27 08:03:53.265088
14298796;4.5;40;2018-09-26 21:17:25.073404
8243908;4.5;28;2018-09-27 08:03:53.265088
8243908;4.5;28;2018-09-26 21:17:25.073404
11084923;5;131;2018-09-27 08:03:53.265088
11084923;5;131;2018-09-26 21:17:25.073404
17325246;5;29;2018-09-27 08:03:53.265088
17325246;5;29;2018-09-26 21:17:25.073404
5981388;5;18;2018-09-27 08:03:53.265088
5981388;5;18;2018-09-26 21:17:25.073404
16370598;4.5;55;2018-09-27 08:03:53.265088
16370598;4.5;55;2018-09-26 21:17:25.073404
19776151;4;28;2018-09-27 08:03:53.265088
19776151;4;28;2018-09-26 21:17:25.073404
2467750;5;21;2018-09-27 08:03:53.265088
2467750;5;21;2018-09-26 21:17:25.073404
114543;5;25;2018-09-27 08:03:53.265088
114543;5;25;2018-09-26 21:17:25.073404
6292406;4.5;24;2018-09-27 08:03:53.265088
6292406;4.5;24;2018-09-26 21:17:25.073404
25119860;5;5;2018-09-27 08:03:53.265088
25119860;5;5;2018-09-26 21:17:25.073404
24767194;4.5;3;2018-09-27 08:03:53.265088
24767194;4.5;3;2018-09-26 21:17:25.073404
1765734;4.5;119;2018-09-27 08:03:53.265088
1765734;4.5;119;2018-09-26 21:17:25.073404
16241256;5;29;2018-09-27 08:03:53.265088
16241256;5;29;2018-09-26 21:17:25.073404
7935169;4.5;107;2018-09-27 08:03:53.265088
7935169;4.5;107;2018-09-26 21:17:25.073404
21195416;4.5;25;2018-09-27 08:03:53.265088
21195416;4.5;25;2018-09-26 21:17:25.073404
17313350;4.5;27;2018-09-27 08:03:53.265088
17313350;4.5;27;2018-09-26 21:17:25.073404
5711804;4.5;39;2018-09-27 08:03:53.265088
5711804;4.5;39;2018-09-26 21:17:25.073404
10160529;4.5;139;2018-09-27 08:03:53.265088
10160529;4.5;139;2018-09-26 21:17:25.073404
17477668;5;15;2018-09-27 08:03:53.265088
17477668;5;15;2018-09-26 21:17:25.073404
19748977;3.5;6;2018-09-27 08:03:53.265088
19748977;3.5;6;2018-09-26 21:17:25.073404
14498129;5;24;2018-09-27 08:03:53.265088
14498129;5;24;2018-09-26 21:17:25.073404
15574312;4.5;18;2018-09-27 08:03:53.265088
15574312;4.5;18;2018-09-26 21:17:25.073404
761399;4;125;2018-09-27 08:03:53.265088
761399;4;125;2018-09-26 21:17:25.073404
17151408;4.5;87;2018-09-27 08:03:53.265088
17151408;4.5;87;2018-09-26 21:17:25.073404
20245075;4.5;42;2018-09-27 08:03:53.265088
20245075;4.5;42;2018-09-26 21:17:25.073404
15548864;5;35;2018-09-27 08:03:53.265088
15548864;5;35;2018-09-26 21:17:25.073404
1726821;5;62;2018-09-27 08:03:53.265088
1726821;5;62;2018-09-26 21:17:25.073404
22957756;5;10;2018-09-27 08:03:53.265088
22957756;5;10;2018-09-26 21:17:25.073404
3736614;4.5;15;2018-09-27 08:03:53.265088
3736614;4.5;15;2018-09-26 21:17:25.073404
406852;5;79;2018-09-27 08:03:53.265088
406852;5;79;2018-09-26 21:17:25.073404
56093;4.5;9;2018-09-27 08:03:53.265088
56093;4.5;9;2018-09-26 21:17:25.073404
23779073;5;16;2018-09-27 08:03:53.265088
23779073;5;16;2018-09-26 21:17:25.073404
2351015;4.5;166;2018-09-27 08:03:53.265088
2351015;4.5;166;2018-09-26 21:17:25.073404
12727412;4;19;2018-09-27 08:03:53.265088
12727412;4;19;2018-09-26 21:17:25.073404
18969773;5;35;2018-09-27 08:03:53.265088
18969773;5;35;2018-09-26 21:17:25.073404
22022302;4.5;8;2018-09-27 08:03:53.265088
22022302;4.5;8;2018-09-26 21:17:25.073404
21964296;5;5;2018-09-27 08:03:53.265088
21964296;5;5;2018-09-26 21:17:25.073404
17432320;5;9;2018-09-27 08:03:53.265088
17432320;5;9;2018-09-26 21:17:25.073404
6827808;5;55;2018-09-27 08:03:53.265088
6827808;5;55;2018-09-26 21:17:25.073404
26766239;5;16;2018-09-27 08:03:53.265088
26766239;5;16;2018-09-26 21:17:25.073404
1677091;5;32;2018-09-26 21:17:25.073404
24867509;4.5;16;2018-09-27 08:03:53.265088
24867509;4.5;16;2018-09-26 21:17:25.073404
26151927;4.5;10;2018-09-27 08:03:53.265088
26151927;4.5;10;2018-09-26 21:17:25.073404
16682383;4.5;103;2018-09-27 08:03:53.265088
16682383;4.5;103;2018-09-26 21:17:25.073404
11957644;4.5;38;2018-09-27 08:03:53.265088
11957644;4.5;38;2018-09-26 21:17:25.073404
2961404;4.5;137;2018-09-27 08:03:53.265088
2961404;4.5;137;2018-09-26 21:17:25.073404
22585493;4.5;13;2018-09-27 08:03:53.265088
22585493;4.5;13;2018-09-26 21:17:25.073404
24299842;4.5;29;2018-09-27 08:03:53.265088
24299842;4.5;29;2018-09-26 21:17:25.073404
3118226;4.5;11;2018-09-27 08:03:53.265088
3118226;4.5;11;2018-09-26 21:17:25.073404
14287488;4.5;7;2018-09-27 08:03:53.265088
14287488;4.5;7;2018-09-26 21:17:25.073404
1363473;5;4;2018-09-27 08:03:53.265088
1363473;5;4;2018-09-26 21:17:25.073404
8266475;5;49;2018-09-27 08:03:53.265088
8266475;5;48;2018-09-26 21:17:25.073404
2167122;4.5;259;2018-09-27 08:03:53.265088
2167122;4.5;259;2018-09-26 21:17:25.073404
26320790;5;5;2018-09-27 08:03:53.265088
26320790;5;5;2018-09-26 21:17:25.073404
16021853;4;83;2018-09-27 08:03:53.265088
16021853;4;83;2018-09-26 21:17:25.073404
19403332;4;21;2018-09-26 21:17:25.073404
2851021;5;15;2018-09-27 08:03:53.265088
2851021;5;15;2018-09-26 21:17:25.073404
1008724;5;26;2018-09-27 08:03:53.265088
1008724;5;26;2018-09-26 21:17:25.073404
18209114;5;29;2018-09-27 08:03:53.265088
18209114;5;29;2018-09-26 21:17:25.073404
9645696;5;3;2018-09-27 08:03:53.265088
9645696;5;3;2018-09-26 21:17:25.073404
7341208;4;5;2018-09-27 08:03:53.265088
7341208;4;5;2018-09-26 21:17:25.073404
15012661;5;8;2018-09-27 08:03:53.265088
15012661;5;8;2018-09-26 21:17:25.073404
12118573;4.5;7;2018-09-27 08:03:53.265088
12118573;4.5;7;2018-09-26 21:17:25.073404
1732026;5;37;2018-09-27 08:03:53.265088
1732026;5;37;2018-09-26 21:17:25.073404
25120614;4;7;2018-09-27 08:03:53.265088
25120614;4;7;2018-09-26 21:17:25.073404
21235720;5;33;2018-09-27 08:03:53.265088
21235720;5;33;2018-09-26 21:17:25.073404
15902750;5;49;2018-09-27 08:03:53.265088
15902750;5;49;2018-09-26 21:17:25.073404
5234917;5;13;2018-09-27 08:03:53.265088
5234917;5;13;2018-09-26 21:17:25.073404
18885121;3.5;4;2018-09-27 08:03:53.265088
18885121;3.5;4;2018-09-26 21:17:25.073404
16685084;4.5;83;2018-09-27 08:03:53.265088
16685084;4.5;83;2018-09-26 21:17:25.073404
25053601;4.5;16;2018-09-27 08:03:53.265088
25053601;4.5;16;2018-09-26 21:17:25.073404
23886501;5;16;2018-09-27 08:03:53.265088
23886501;5;16;2018-09-26 21:17:25.073404
17963336;5;5;2018-09-27 08:03:53.265088
17963336;5;5;2018-09-26 21:17:25.073404
470446;4.5;312;2018-09-27 08:03:53.265088
470446;4.5;312;2018-09-26 21:17:25.073404
27578260;4.5;3;2018-09-27 08:03:53.265088
27578260;4.5;3;2018-09-26 21:17:25.073404
611897;4.5;57;2018-09-27 08:03:53.265088
611897;4.5;57;2018-09-26 21:17:25.073404
14386985;5;69;2018-09-26 21:17:25.073404
4882717;4;262;2018-09-27 08:03:53.265088
4882717;4;262;2018-09-26 21:17:25.073404
23545434;5;5;2018-09-27 08:03:53.265088
23545434;5;5;2018-09-26 21:17:25.073404
4770900;4.5;10;2018-09-27 08:03:53.265088
4770900;4.5;10;2018-09-26 21:17:25.073404
11568981;4;88;2018-09-27 08:03:53.265088
11568981;4;88;2018-09-26 21:17:25.073404
2750782;4.5;14;2018-09-27 08:03:53.265088
2750782;4.5;14;2018-09-26 21:17:25.073404
57207;4;214;2018-09-27 08:03:53.265088
57207;4;214;2018-09-26 21:17:25.073404
12816341;4.5;11;2018-09-27 08:03:53.265088
12816341;4.5;11;2018-09-26 21:17:25.073404
1410564;4.5;10;2018-09-27 08:03:53.265088
1410564;4.5;10;2018-09-26 21:17:25.073404
3128994;5;8;2018-09-27 08:03:53.265088
3128994;5;8;2018-09-26 21:17:25.073404
10948582;5;160;2018-09-27 08:03:53.265088
10948582;5;160;2018-09-26 21:17:25.073404
17222435;5;3;2018-09-27 08:03:53.265088
17222435;5;3;2018-09-26 21:17:25.073404
18028285;5;3;2018-09-27 08:03:53.265088
18028285;5;3;2018-09-26 21:17:25.073404
16049460;4.5;8;2018-09-27 08:03:53.265088
16049460;4.5;8;2018-09-26 21:17:25.073404
994435;5;3;2018-09-27 08:03:53.265088
994435;5;3;2018-09-26 21:17:25.073404
26623310;4.5;5;2018-09-27 08:03:53.265088
26623310;4.5;5;2018-09-26 21:17:25.073404
17832115;5;10;2018-09-27 08:03:53.265088
17832115;5;10;2018-09-26 21:17:25.073404
19224034;4.5;4;2018-09-27 08:03:53.265088
19224034;4.5;4;2018-09-26 21:17:25.073404
3288701;5;12;2018-09-27 08:03:53.265088
3288701;5;12;2018-09-26 21:17:25.073404
22510263;5;7;2018-09-27 08:03:53.265088
22510263;5;7;2018-09-26 21:17:25.073404
4472429;4.5;139;2018-09-27 08:03:53.265088
4472429;4.5;139;2018-09-26 21:17:25.073404
17287264;5;32;2018-09-27 08:03:53.265088
17287264;5;32;2018-09-26 21:17:25.073404
1031007;4.5;7;2018-09-27 08:03:53.265088
1031007;4.5;7;2018-09-26 21:17:25.073404
19854019;4;31;2018-09-27 08:03:53.265088
19854019;4;31;2018-09-26 21:17:25.073404
17455853;4.5;18;2018-09-27 08:03:53.265088
17455853;4.5;18;2018-09-26 21:17:25.073404
1243020;5;31;2018-09-27 08:03:53.265088
1243020;5;31;2018-09-26 21:17:25.073404
17006209;4;38;2018-09-27 08:03:53.265088
17006209;4;38;2018-09-26 21:17:25.073404
745338;4.5;155;2018-09-27 08:03:53.265088
745338;4.5;155;2018-09-26 21:17:25.073404
1274994;4.5;55;2018-09-27 08:03:53.265088
1274994;4.5;55;2018-09-26 21:17:25.073404
17414272;5;18;2018-09-27 08:03:53.265088
17414272;5;18;2018-09-26 21:17:25.073404
18431311;3.5;4;2018-09-27 08:03:53.265088
18431311;3.5;4;2018-09-26 21:17:25.073404
22593735;5;14;2018-09-27 08:03:53.265088
22593735;5;14;2018-09-26 21:17:25.073404
16112784;4.5;16;2018-09-27 08:03:53.265088
16112784;4.5;16;2018-09-26 21:17:25.073404
21003981;5;17;2018-09-27 08:03:53.265088
21003981;5;17;2018-09-26 21:17:25.073404
2612592;5;22;2018-09-27 08:03:53.265088
2612592;5;22;2018-09-26 21:17:25.073404
2840718;5;54;2018-09-27 08:03:53.265088
2840718;5;54;2018-09-26 21:17:25.073404
19689918;4;44;2018-09-27 08:03:53.265088
19689918;4;44;2018-09-26 21:17:25.073404
19225449;5;4;2018-09-27 08:03:53.265088
19225449;5;4;2018-09-26 21:17:25.073404
19978121;5;4;2018-09-27 08:03:53.265088
19978121;5;4;2018-09-26 21:17:25.073404
3202336;5;8;2018-09-27 08:03:53.265088
3202336;5;8;2018-09-26 21:17:25.073404
18485360;5;16;2018-09-27 08:03:53.265088
18485360;5;16;2018-09-26 21:17:25.073404
27122024;4.5;12;2018-09-27 08:03:53.265088
27122024;4.5;11;2018-09-26 21:17:25.073404
20048292;4;13;2018-09-27 08:03:53.265088
20048292;4;13;2018-09-26 21:17:25.073404
18679416;3.5;3;2018-09-27 08:03:53.265088
18679416;3.5;3;2018-09-26 21:17:25.073404
27721111;3.5;3;2018-09-27 08:03:53.265088
27721111;3.5;3;2018-09-26 21:17:25.073404
14602664;4;160;2018-09-27 08:03:53.265088
14602664;4;160;2018-09-26 21:17:25.073404
2961618;4.5;10;2018-09-27 08:03:53.265088
2961618;4.5;10;2018-09-26 21:17:25.073404
7892333;5;16;2018-09-27 08:03:53.265088
7892333;5;16;2018-09-26 21:17:25.073404
7976700;5;8;2018-09-27 08:03:53.265088
7976700;5;8;2018-09-26 21:17:25.073404
11768716;5;7;2018-09-27 08:03:53.265088
11768716;5;7;2018-09-26 21:17:25.073404
18779924;4.5;19;2018-09-27 08:03:53.265088
18779924;4.5;19;2018-09-26 21:17:25.073404
18691419;4.5;19;2018-09-27 08:03:53.265088
18691419;4.5;19;2018-09-26 21:17:25.073404
15495194;4.5;66;2018-09-27 08:03:53.265088
15495194;4.5;66;2018-09-26 21:17:25.073404
14178982;5;8;2018-09-27 08:03:53.265088
14178982;5;8;2018-09-26 21:17:25.073404
10798782;4.5;13;2018-09-27 08:03:53.265088
10798782;4.5;13;2018-09-26 21:17:25.073404
17938025;4.5;84;2018-09-27 08:03:53.265088
17938025;4.5;84;2018-09-26 21:17:25.073404
6521400;4;86;2018-09-27 08:03:53.265088
6521400;4;86;2018-09-26 21:17:25.073404
4406315;4.5;100;2018-09-27 08:03:53.265088
